District,LAC,booth_id,Polling Station Name,Filename
KASARAGOD,MANJESHWAR,1,Govt. Vocational Higher Secondary School Kunjathur (Eastern Building Northern Side),S11A1P1.pdf
KASARAGOD,MANJESHWAR,2,Govt. Vocational Higher Secondary School Kunjathur (Eastern Building Southern Side),S11A1P2.pdf
KASARAGOD,MANJESHWAR,3,Govt. Vocational Higher Secondary School Kunjathur Southern Building ,S11A1P3.pdf
KASARAGOD,MANJESHWAR,4,Vidyodaya ALP Scool Pavoor,S11A1P4.pdf
KASARAGOD,MANJESHWAR,5,"Govt. Lower Primary School Kanwatheerthapadvu, Kunjathur (New Building Middle Portion South Side)",S11A1P5.pdf
KASARAGOD,MANJESHWAR,6,"Govt. Lower Primary School, Kunjathur (East portion of southern  Building)",S11A1P6.pdf
KASARAGOD,MANJESHWAR,7,Govt. Lower Primary School Kunjathur   (West side of Southern building),S11A1P7.pdf
KASARAGOD,MANJESHWAR,8,Mada Anganawady (Near Masco Hall),S11A1P8.pdf
KASARAGOD,MANJESHWAR,9,Udyavara Bhagavathi A L P School Kanwatheertha,S11A1P9.pdf
KASARAGOD,MANJESHWAR,10,Govt. Muslim Lower Primary School Udyawarathotta (Northern side)  ,S11A1P10.pdf
KASARAGOD,MANJESHWAR,11,Govt. Muslim Lower Primary School Udyawarathotta (Southern Side),S11A1P11.pdf
KASARAGOD,MANJESHWAR,12,Govt. High School Udyawara gudde (eastern Side) ,S11A1P12.pdf
KASARAGOD,MANJESHWAR,13, Govt. High School Udyawara gudde (western Side) ,S11A1P13.pdf
KASARAGOD,MANJESHWAR,14,"Govt. L P S Udyavara, Near Railwaygate Manjeshwar (Eastern Side)",S11A1P14.pdf
KASARAGOD,MANJESHWAR,15,"Govt. L P S Udyavara, Near Railwaygate Manjeshwar (Western Side Building)",S11A1P15.pdf
KASARAGOD,MANJESHWAR,16,Govindapai Memmorial Govt.College Manjeswar (Western Building Southern Side),S11A1P16.pdf
KASARAGOD,MANJESHWAR,17,Govindapai Memmorial Govt.College Manjeswar (Western Building Eastern Side),S11A1P17.pdf
KASARAGOD,MANJESHWAR,18,Govt. Lower Primary School Badaje (Eastern Side),S11A1P18.pdf
KASARAGOD,MANJESHWAR,19,Govt. Lower Primary School Badaje (Western Side),S11A1P19.pdf
KASARAGOD,MANJESHWAR,20,"S C Community Hall Idiya, badaje",S11A1P20.pdf
KASARAGOD,MANJESHWAR,21,Govt. Muslim Lower Primary School Hosabettu (Eastern Building),S11A1P21.pdf
KASARAGOD,MANJESHWAR,22,Govt. Muslim Lower Primary School Hosabettu (Southern Side Building),S11A1P22.pdf
KASARAGOD,MANJESHWAR,23,S A T H S Manjeshwar (Northern Side Building),S11A1P23.pdf
KASARAGOD,MANJESHWAR,24,S A T H S Manjeshwar (Eastern Side ),S11A1P24.pdf
KASARAGOD,MANJESHWAR,25,S A T L P School Manjeshwar (Western Side ),S11A1P25.pdf
KASARAGOD,MANJESHWAR,26,Govt. High School Bangara Manjeshwar (Southern ern Building of Eastern ern Portion),S11A1P26.pdf
KASARAGOD,MANJESHWAR,27,"Govt. High School Bangara Manjeshwar (New Building, Southern Block)",S11A1P27.pdf
KASARAGOD,MANJESHWAR,28,Govt. Lower Primary School Vamanjur (Eastern Side Building),S11A1P28.pdf
KASARAGOD,MANJESHWAR,29,"Govt. Lower Primery School, Vamanjoor (East West new Building).",S11A1P29.pdf
KASARAGOD,MANJESHWAR,30,M.G.L.C. Kedumbaday,S11A1P30.pdf
KASARAGOD,MANJESHWAR,31,"Fathima English Medium school, Pavoor ( South Portion)",S11A1P31.pdf
KASARAGOD,MANJESHWAR,32,Fathima English Medium school Pavoor (North Portion),S11A1P32.pdf
KASARAGOD,MANJESHWAR,33,M.G.L.C. Poyye,S11A1P33.pdf
KASARAGOD,MANJESHWAR,34,Sree Subrahmanya A L P School Mudoor Thokke Vorkady,S11A1P34.pdf
KASARAGOD,MANJESHWAR,35,Sree Vidyabodini A L P School Bajalkariya,S11A1P35.pdf
KASARAGOD,MANJESHWAR,36,Vorkady Panchayath Kudumbashree Office,S11A1P36.pdf
KASARAGOD,MANJESHWAR,37,St. Joseph A U P School Kaliyoor  (Main building North Side).,S11A1P37.pdf
KASARAGOD,MANJESHWAR,38,St. Joseph A U P School Kaliyoor (Main building Southern  Building).,S11A1P38.pdf
KASARAGOD,MANJESHWAR,39,"Vorkady Kappiri A L P School, Vorkady",S11A1P39.pdf
KASARAGOD,MANJESHWAR,40,Bakrabayal A U P S Pathur (Middle Building ),S11A1P40.pdf
KASARAGOD,MANJESHWAR,41,Bakrabail A U P S Pathur ( South west building-Northern Side),S11A1P41.pdf
KASARAGOD,MANJESHWAR,42,Bakrabail A U P S Pathur  ( South west building-sourthern Side),S11A1P42.pdf
KASARAGOD,MANJESHWAR,43,Sree Vanivijaya A U P School Kodlamogaru (Main Building),S11A1P43.pdf
KASARAGOD,MANJESHWAR,44,Sree Vanivijaya A U P School Kodlamogaru (New Building),S11A1P44.pdf
KASARAGOD,MANJESHWAR,45,Sree Vanivijaya High School Kodlamogaru (Southern Side),S11A1P45.pdf
KASARAGOD,MANJESHWAR,46,Sree Vanivijaya High School Kodlamogaru (Northern Side),S11A1P46.pdf
KASARAGOD,MANJESHWAR,47,"A U P School, Anakkal",S11A1P47.pdf
KASARAGOD,MANJESHWAR,48,"GHS Kadambar, UP Section  (western building south side)",S11A1P48.pdf
KASARAGOD,MANJESHWAR,49,"Govt. LP School, Majibail  (southern side)",S11A1P49.pdf
KASARAGOD,MANJESHWAR,50,GHS Kadambar UP section (Eastern Building North side),S11A1P50.pdf
KASARAGOD,MANJESHWAR,51,"Govt. LP School, Majibail (North side)",S11A1P51.pdf
KASARAGOD,MANJESHWAR,52,Bejja Anganawady,S11A1P52.pdf
KASARAGOD,MANJESHWAR,53,"Govt. U P School, Moodambayal (New Building Western Side)",S11A1P53.pdf
KASARAGOD,MANJESHWAR,54,MGLC Santhadka,S11A1P54.pdf
KASARAGOD,MANJESHWAR,55,Chinala Anganwady,S11A1P55.pdf
KASARAGOD,MANJESHWAR,56,"Govt. L P School, Kuloor (Western Side)",S11A1P56.pdf
KASARAGOD,MANJESHWAR,57,St. Mary English Medium School Sunkadakatte Eastern Building,S11A1P57.pdf
KASARAGOD,MANJESHWAR,58,St. Mary English Medium School Sunkadakatte Western Building,S11A1P58.pdf
KASARAGOD,MANJESHWAR,59,"Sree Shankara Narayana A L P School, Koliyoor (Southern Side)",S11A1P59.pdf
KASARAGOD,MANJESHWAR,60,Anganwady Building Dharmanagar,S11A1P60.pdf
KASARAGOD,MANJESHWAR,61,Govt. L P School Thalakala,S11A1P61.pdf
KASARAGOD,MANJESHWAR,62,Shree Vidyavardhaka High School Meeyapadavu (Eastern Side),S11A1P62.pdf
KASARAGOD,MANJESHWAR,63,Vidyavardhaka A U P School Meeyapadavu (South Block).,S11A1P63.pdf
KASARAGOD,MANJESHWAR,64,Vidyavardhaka A U P School Meeyapadavu (Western Side),S11A1P64.pdf
KASARAGOD,MANJESHWAR,65,"Vanitha Jagruthi Samithi Office, Miyapadavu",S11A1P65.pdf
KASARAGOD,MANJESHWAR,66,Vanivilasa A U P School Thottethody (Eastern Side).,S11A1P66.pdf
KASARAGOD,MANJESHWAR,67,Anganwady Building Navodaya Nagar Attegoli,S11A1P67.pdf
KASARAGOD,MANJESHWAR,68,Govt L P School Musody,S11A1P68.pdf
KASARAGOD,MANJESHWAR,69,Govt. L P School Musody ( New Building),S11A1P69.pdf
KASARAGOD,MANJESHWAR,70,Govt. H S School Uppala (Estern  Building North side),S11A1P70.pdf
KASARAGOD,MANJESHWAR,71,Govt. High School Uppala (Northern  Side Building),S11A1P71.pdf
KASARAGOD,MANJESHWAR,72,Govt High School Uppala (New Building Southern Side Auditorium Building),S11A1P72.pdf
KASARAGOD,MANJESHWAR,73,Govt. High School Uppala (Eastern Side Building),S11A1P73.pdf
KASARAGOD,MANJESHWAR,74,"Govt L P School Mulinja, (Western Side Building).",S11A1P74.pdf
KASARAGOD,MANJESHWAR,75,Govt L P School Mulinja (Eastern Side Building).,S11A1P75.pdf
KASARAGOD,MANJESHWAR,76,Navodaya A L P S Kodibayal,S11A1P76.pdf
KASARAGOD,MANJESHWAR,77,Navodaya A L P S Kodibail (Western Portion),S11A1P77.pdf
KASARAGOD,MANJESHWAR,78,"Ahale Sunath Hanafi Jamiah Masjid Building, Hanafi Bazar, Uppala (Old Hindustani GLPS Uppala)",S11A1P78.pdf
KASARAGOD,MANJESHWAR,79,"Sree Sharada Bovies A U P School, Aila (Eastern Side)",S11A1P79.pdf
KASARAGOD,MANJESHWAR,80,"Shree Sharada Bovies AUP School, Aila (Eastern Side Western Part)",S11A1P80.pdf
KASARAGOD,MANJESHWAR,81,Govt Hindustani UP School Kurchipalla (New Western building south side),S11A1P81.pdf
KASARAGOD,MANJESHWAR,82,Govt Hindustani UP School Kurchipalla (New Western building North Portion),S11A1P82.pdf
KASARAGOD,MANJESHWAR,83,Govt Hindustani UP School Kurchipalla (New Western building middle portion),S11A1P83.pdf
KASARAGOD,MANJESHWAR,84,Govt. High School Bekkur (New Building),S11A1P84.pdf
KASARAGOD,MANJESHWAR,85,Govt. High School Bekkur (Main Building),S11A1P85.pdf
KASARAGOD,MANJESHWAR,86,Ayyur Jama at ul Islamiya A U P School Uppala (western side middle portion),S11A1P86.pdf
KASARAGOD,MANJESHWAR,87,GHSS Mangalpady  (New building western portion),S11A1P87.pdf
KASARAGOD,MANJESHWAR,88,Sreerama A U P S Kubanoor,S11A1P88.pdf
KASARAGOD,MANJESHWAR,89,Govt Welfare L P School Mangalpady (Eastern Side),S11A1P89.pdf
KASARAGOD,MANJESHWAR,90,Govt Welfare L P School Mangalpady (Western Side).,S11A1P90.pdf
KASARAGOD,MANJESHWAR,91,Govt High School Mangalpady (Northern Building Southern Side),S11A1P91.pdf
KASARAGOD,MANJESHWAR,92,GBLP School Mangalpady (Western Building),S11A1P92.pdf
KASARAGOD,MANJESHWAR,93,"G B L P School, Mangalpady (Western Building)",S11A1P93.pdf
KASARAGOD,MANJESHWAR,94,Govt High School Mangalpady (Southern Building Eastern Side),S11A1P94.pdf
KASARAGOD,MANJESHWAR,95,A L P School Ichilamgod General,S11A1P95.pdf
KASARAGOD,MANJESHWAR,96,A L P School Ichilamgod General ,S11A1P96.pdf
KASARAGOD,MANJESHWAR,97,"Govt. High School, Heroor New (Northern New Building, Eastern Side )",S11A1P97.pdf
KASARAGOD,MANJESHWAR,98,"Govt. High School, Heroor New (Northern New Building, Western Side )",S11A1P98.pdf
KASARAGOD,MANJESHWAR,99,"Govt. High School, Heroor New (Northern New Building, Estern Side)",S11A1P99.pdf
KASARAGOD,MANJESHWAR,100,Islamiya A L P School Ichilamgod,S11A1P100.pdf
KASARAGOD,MANJESHWAR,101,Govt High School Shiriya (New Building),S11A1P101.pdf
KASARAGOD,MANJESHWAR,102,Govt High School Shiriya (Western Side),S11A1P102.pdf
KASARAGOD,MANJESHWAR,103,Govt High School Shiriya (Western Side),S11A1P103.pdf
KASARAGOD,MANJESHWAR,104,Govt. High School Shiriya (Northern Side Building ),S11A1P104.pdf
KASARAGOD,MANJESHWAR,105,"A U P School Kurudapadavu (Eastern Side Building, Eastern Side)",S11A1P105.pdf
KASARAGOD,MANJESHWAR,106,"A U P School Kurudapadavu (Eastern Side Building, Western Side)",S11A1P106.pdf
KASARAGOD,MANJESHWAR,107,Govt High School Paivalike (Western Side Building),S11A1P107.pdf
KASARAGOD,MANJESHWAR,108,"Govt High School Paivalike (Eastern Side Building, Northern Side)",S11A1P108.pdf
KASARAGOD,MANJESHWAR,109,Govt High School Paivalike (Southern Building),S11A1P109.pdf
KASARAGOD,MANJESHWAR,110,Govt Higher Secondary School Paivalike Nagar (Northern Side ),S11A1P110.pdf
KASARAGOD,MANJESHWAR,111,Govt Higher Secondary School Paivalike Nagar (Southern Side ),S11A1P111.pdf
KASARAGOD,MANJESHWAR,112,Govt Higher Secondary School Paivalike Nagar (Eastern Side ),S11A1P112.pdf
KASARAGOD,MANJESHWAR,113,"Attegoli A L P School , Kayyar (New Buildng)",S11A1P113.pdf
KASARAGOD,MANJESHWAR,114,"Sree Ramakrishna A L P School, Kayyar",S11A1P114.pdf
KASARAGOD,MANJESHWAR,115,Kamil English Medium School Kokkechal,S11A1P115.pdf
KASARAGOD,MANJESHWAR,116,"Don Bosko AUP School, Kayyar (Southern portion of new building)",S11A1P116.pdf
KASARAGOD,MANJESHWAR,117,"Don Bosko A U P School, Kayyar (North Portion New Building)",S11A1P117.pdf
KASARAGOD,MANJESHWAR,118,"Sree Sharada AUP School, Chevar",S11A1P118.pdf
KASARAGOD,MANJESHWAR,119,Badoor Permude Parameshwari ALP School Permude (Eastern portion of the New building),S11A1P119.pdf
KASARAGOD,MANJESHWAR,120,Badoor Permude Parameshwari ALP School Permude (Western  portion of the new building ),S11A1P120.pdf
KASARAGOD,MANJESHWAR,121,"A L P School , Kudalmarkala",S11A1P121.pdf
KASARAGOD,MANJESHWAR,122,A U P School Bayar Heddary,S11A1P122.pdf
KASARAGOD,MANJESHWAR,123,Avala A L P School Bayar,S11A1P123.pdf
KASARAGOD,MANJESHWAR,124,A L P School Peruvody,S11A1P124.pdf
KASARAGOD,MANJESHWAR,125,Vidyaranya A L P School Beripadavu,S11A1P125.pdf
KASARAGOD,MANJESHWAR,126,Sree Panchalingashwara A L P School Bayar,S11A1P126.pdf
KASARAGOD,MANJESHWAR,127,Sree Durga Parameshwari A U P School Sajankila,S11A1P127.pdf
KASARAGOD,MANJESHWAR,128,Sree Durga Parameshwari A U P School Sajankila (Western Side Building),S11A1P128.pdf
KASARAGOD,MANJESHWAR,129,Sree Sharada A L P School Kaniyala,S11A1P129.pdf
KASARAGOD,MANJESHWAR,130,Kaniyala Anganwady,S11A1P130.pdf
KASARAGOD,MANJESHWAR,131,Govt. Basic Lower Primary School Bambrana (Old Building),S11A1P131.pdf
KASARAGOD,MANJESHWAR,132,Govt. Basic Lower Primary School Bambrana (New Building),S11A1P132.pdf
KASARAGOD,MANJESHWAR,133,Govt. Basic Lower Primary School Bambrana (Old Building Middle Portion),S11A1P133.pdf
KASARAGOD,MANJESHWAR,134,Govt. Basic Lower Primary School Ujarulvar,S11A1P134.pdf
KASARAGOD,MANJESHWAR,135,Govt. Basic Lower Primary School Ujarulvar (Southern Portion),S11A1P135.pdf
KASARAGOD,MANJESHWAR,136,Govt. Fisharies Lower Primary School Kumbala,S11A1P136.pdf
KASARAGOD,MANJESHWAR,137,Govt. Basic Lower Primary School Arikady (Main Building Northern Side),S11A1P137.pdf
KASARAGOD,MANJESHWAR,138,Govt. Basic Lower Primary School Arikady (Main Building Southern Side),S11A1P138.pdf
KASARAGOD,MANJESHWAR,139,Govt. Basic Lower Primary School Arikady (Wetern Building ),S11A1P139.pdf
KASARAGOD,MANJESHWAR,140,"L P School, Kidoor",S11A1P140.pdf
KASARAGOD,MANJESHWAR,141,Aided Senior Basic School Ichilamapady (Western Side Building),S11A1P141.pdf
KASARAGOD,MANJESHWAR,142,Aided Senior Basic School Ichilamapady (Eastern portion of Northern Building),S11A1P142.pdf
KASARAGOD,MANJESHWAR,143,"Govt. Higher Secondary School Kumbala (Northern Side Building, Western Side)",S11A1P143.pdf
KASARAGOD,MANJESHWAR,144,Govt.Higher Secondery School Kumbla (Northern building eastern side),S11A1P144.pdf
KASARAGOD,MANJESHWAR,145,Govt. Higher Secondary School Kumbla (Southern Side of Eastern Building),S11A1P145.pdf
KASARAGOD,MANJESHWAR,146,Govt. Senior Basic School Kumbala Northern Side RCC Building),S11A1P146.pdf
KASARAGOD,MANJESHWAR,147,Govt. Senior Basic School Kumbala (Southern Side Center Building),S11A1P147.pdf
KASARAGOD,MANJESHWAR,148,Govt. Senior Basic School Kumbala (Western Side Building),S11A1P148.pdf
KASARAGOD,MANJESHWAR,149,Govt. Senior Basic School Kumbla (Western portion of Southern Building),S11A1P149.pdf
KASARAGOD,MANJESHWAR,150,"Holy Family Aided Senior Basic School, Kumbala western side RCC building",S11A1P150.pdf
KASARAGOD,MANJESHWAR,151,"Holy Family Aided Senior Basic School, Kumbla ( Southern portion of Western building )",S11A1P151.pdf
KASARAGOD,MANJESHWAR,152,Govt. High School Kodiyamme ( Western Side Building),S11A1P152.pdf
KASARAGOD,MANJESHWAR,153,Govt. High School Kodiyamme ( Southern Building),S11A1P153.pdf
KASARAGOD,MANJESHWAR,154,Govt. Upper Primary School Kodiyamme ( East Building),S11A1P154.pdf
KASARAGOD,MANJESHWAR,155,A L P School Narayanamangalam New RCC building,S11A1P155.pdf
KASARAGOD,MANJESHWAR,156,A L P School Narayanamangalam (Northern Side),S11A1P156.pdf
KASARAGOD,MANJESHWAR,157,M.G.L.C. Muliyadka Main Building,S11A1P157.pdf
KASARAGOD,MANJESHWAR,158,"Anganwady Building, Muliyadka",S11A1P158.pdf
KASARAGOD,MANJESHWAR,159,Govt. Welfare L P School Kumbala,S11A1P159.pdf
KASARAGOD,MANJESHWAR,160,Govt. Junior Basic School Peral (Western New Building ),S11A1P160.pdf
KASARAGOD,MANJESHWAR,161,Govt. Junior Basic School Peral (Eastern New Building ),S11A1P161.pdf
KASARAGOD,MANJESHWAR,162,"Govt. Higher Secondary School, Mogral (Western Side Building)",S11A1P162.pdf
KASARAGOD,MANJESHWAR,163,Govt. Vocational Higher Secondary School Mogral (Wetern building north portion),S11A1P163.pdf
KASARAGOD,MANJESHWAR,164,Govt. Higher Secondary School Mogral (North Building),S11A1P164.pdf
KASARAGOD,MANJESHWAR,165,Govt. Vocational Higher Secondary School Mogral (New Building Western Side),S11A1P165.pdf
KASARAGOD,MANJESHWAR,166,"Sree Durga Parameshwari High School, Dharmathadka (Western Side Building)",S11A1P166.pdf
KASARAGOD,MANJESHWAR,167,"Sree Durga Parameshwari High School, Dharmathadka(Northern side building New Block) ",S11A1P167.pdf
KASARAGOD,MANJESHWAR,168,"A L P School, Kandal",S11A1P168.pdf
KASARAGOD,MANJESHWAR,169,"A L P School, Badoorpadavu (Northern Side)",S11A1P169.pdf
KASARAGOD,MANJESHWAR,170,Govt. Higher Scondary school Angadimugaru (Main Building Eastern Portion),S11A1P170.pdf
KASARAGOD,MANJESHWAR,171,Govt. Higher Scondary school Angadimugaru (Main Building Western Portion),S11A1P171.pdf
KASARAGOD,MANJESHWAR,172,"Aided Juniour Basic School, Puthige (Northern Building)",S11A1P172.pdf
KASARAGOD,MANJESHWAR,173,"Aided Juniour Basic School, Puthige (Southern Building)",S11A1P173.pdf
KASARAGOD,MANJESHWAR,174,"Aided Juniour Basic School, Puthige (Eastern Building)",S11A1P174.pdf
KASARAGOD,MANJESHWAR,175,"Aided Juniour Basic School, Puthige (South Building)",S11A1P175.pdf
KASARAGOD,MANJESHWAR,176,Govt. Juniour Basic School Mugu (Northern Side),S11A1P176.pdf
KASARAGOD,MANJESHWAR,177,Govt. Juniour Basic School Mugu (Southern Side),S11A1P177.pdf
KASARAGOD,MANJESHWAR,178,Govt. Senior Basic School Soorambayal (Eastern Side Building),S11A1P178.pdf
KASARAGOD,MANJESHWAR,179,Govt. Senior Basic School Soorambayal (Western Side Building),S11A1P179.pdf
KASARAGOD,MANJESHWAR,180,Govt. Senior Basic School Soorambayal (Eastern Building),S11A1P180.pdf
KASARAGOD,MANJESHWAR,181,Govt. L P School Kannur,S11A1P181.pdf
KASARAGOD,MANJESHWAR,182,Govt. L P School Kannur ( South Building),S11A1P182.pdf
KASARAGOD,MANJESHWAR,183,Sree Durga Parameshwari A L P School Saya,S11A1P183.pdf
KASARAGOD,MANJESHWAR,184,Community Hall Chavarkad (Enmakaje Grama Panchayath),S11A1P184.pdf
KASARAGOD,MANJESHWAR,185,Vagdevi A L P School Nalka (Eastern Side),S11A1P185.pdf
KASARAGOD,MANJESHWAR,186,Vagdevi A L P School Nalka ,S11A1P186.pdf
KASARAGOD,MANJESHWAR,187,Sree Sathyanarayana High School Perla (Western Side Building),S11A1P187.pdf
KASARAGOD,MANJESHWAR,188,Sree Sathyanarayana High School Perla (New Building),S11A1P188.pdf
KASARAGOD,MANJESHWAR,189,Sree Sathyanarayana High School Perla (North Side Building),S11A1P189.pdf
KASARAGOD,MANJESHWAR,190,Sree Sathyanarayana High School Perla ( Southern side of Western Building),S11A1P190.pdf
KASARAGOD,MANJESHWAR,191,Sree Sathyanarayana A L P School Perla (Southern side of North Side Building),S11A1P191.pdf
KASARAGOD,MANJESHWAR,192,Sree Sathyanarayana A L P School Perla (Nort Side Building),S11A1P192.pdf
KASARAGOD,MANJESHWAR,193,"Sree Sharadamba High School Sheni, Old Building (South West Portion)",S11A1P193.pdf
KASARAGOD,MANJESHWAR,194,"Sree Sharadamba A.L.P.S Sheni. (L..P Section, North Block)",S11A1P194.pdf
KASARAGOD,MANJESHWAR,195,"Aided Juniour Basic School, Elkana",S11A1P195.pdf
KASARAGOD,MANJESHWAR,196,"Aided Juniour Basic School, Elkana  (Western side building)",S11A1P196.pdf
KASARAGOD,MANJESHWAR,197,Sree Durgaparameshwari A U P S Banputhadka,S11A1P197.pdf
KASARAGOD,MANJESHWAR,198,Balaprabha A U P School Kattukukke (Eastern Side),S11A1P198.pdf
KASARAGOD,MANJESHWAR,199,G L P School Balemoole(New Building),S11A1P199.pdf
KASARAGOD,MANJESHWAR,200,"Sree Subrahmanyeshwara Higher Secondary School, Kattukukke",S11A1P200.pdf
KASARAGOD,MANJESHWAR,201,"Swamy Vivekananda Upper Primary School, Swarga (Eastern Side)",S11A1P201.pdf
KASARAGOD,MANJESHWAR,202,Swamy Vivekananda Aided Upper Primary School Swarga ,S11A1P202.pdf
KASARAGOD,MANJESHWAR,203,Govt. Welfare L P School Kajampady,S11A1P203.pdf
KASARAGOD,MANJESHWAR,204,Govt. Upper Primary School Padre (New Building),S11A1P204.pdf
KASARAGOD,MANJESHWAR,205,Govt. Higher Secondary School Padre (New Building),S11A1P205.pdf
KASARAGOD,KASARAGOD,1,"GHSS, Mogral Puthur Higher Secondary New Building Western Portion",S11A2P1.pdf
KASARAGOD,KASARAGOD,2,"GHSS, Mogral Puthur North Side Tiled Building Eastern Portion ",S11A2P2.pdf
KASARAGOD,KASARAGOD,3,Govt. Higher Secondary School Mogralputhur (Western Hall),S11A2P3.pdf
KASARAGOD,KASARAGOD,4,Govt. Higher Secondary School Mogralputhur Main Building Middle Portion,S11A2P4.pdf
KASARAGOD,KASARAGOD,5,Govt. L P School Kambar (Western Building Southern Portion),S11A2P5.pdf
KASARAGOD,KASARAGOD,6,Govt. L P School Kambar (Northern Building Western Portion),S11A2P6.pdf
KASARAGOD,KASARAGOD,7,"GUPS, Mogral Puthur East Side Tiled Building North Portion  ",S11A2P7.pdf
KASARAGOD,KASARAGOD,8,Govt. U P School Mogralputhur D P E P (Eastern Block),S11A2P8.pdf
KASARAGOD,KASARAGOD,9,Govt. U P School Mogralputhur (Southern Side Eastern Building),S11A2P9.pdf
KASARAGOD,KASARAGOD,10,"Anganavady Building Periyadka , Badar Nagar Junction",S11A2P10.pdf
KASARAGOD,KASARAGOD,11,"ALPS, Kallangai, East Side Building Eastern Portion. ",S11A2P11.pdf
KASARAGOD,KASARAGOD,12,Eriyal Jama Ath English Medium School Eriyal,S11A2P12.pdf
KASARAGOD,KASARAGOD,13,Central Plantation Crops Reserch Institute Kendriya Vidyalaya No 1 (Southern Portion of Western Building),S11A2P13.pdf
KASARAGOD,KASARAGOD,14,Central Plantation Crops Reserch Institute Kendriya Vidyalayam No 1 (Northern Portion of Western Building),S11A2P14.pdf
KASARAGOD,KASARAGOD,15,CPCRI Kendriya Vidyalayam No 1 (Eastern Portion of Southern Building),S11A2P15.pdf
KASARAGOD,KASARAGOD,16,Govt. L P School Kavugoli (Middile Portion of Southern Buildingl),S11A2P16.pdf
KASARAGOD,KASARAGOD,17,Anaganwadi Building Kanthikere,S11A2P17.pdf
KASARAGOD,KASARAGOD,18,"District Institute of Education and Training, Maipady (Sorthern Side,LP Section ) DPEP Building",S11A2P18.pdf
KASARAGOD,KASARAGOD,19,Govt. High School Patla Southern Portion of Western side New Building (SSA),S11A2P19.pdf
KASARAGOD,KASARAGOD,20,Govt. High School Patla Middle portion of Western Side Building ,S11A2P20.pdf
KASARAGOD,KASARAGOD,21,Community Hall Kollya,S11A2P21.pdf
KASARAGOD,KASARAGOD,22,Anganavadi Building Aranthodu,S11A2P22.pdf
KASARAGOD,KASARAGOD,23,Panchayat Reading Room Aranthodu,S11A2P23.pdf
KASARAGOD,KASARAGOD,24,Govt. Juniour Basic School Madhur (Eastern Side),S11A2P24.pdf
KASARAGOD,KASARAGOD,25,Govt. Juniour Basic School Madhur (Western Side),S11A2P25.pdf
KASARAGOD,KASARAGOD,26,Govt. Juniour Basic School Madhur (New Building Western Side),S11A2P26.pdf
KASARAGOD,KASARAGOD,27,Atalji Community Hall Uliyathadka,S11A2P27.pdf
KASARAGOD,KASARAGOD,28,Govt. U P School Hidayath Nagar (Northern Side),S11A2P28.pdf
KASARAGOD,KASARAGOD,29,Govt. U P School Hidayath Nagar (Southern Side),S11A2P29.pdf
KASARAGOD,KASARAGOD,30,Anganavady Building Chettumkuzhi,S11A2P30.pdf
KASARAGOD,KASARAGOD,31,MGLC Chettumkuzhi,S11A2P31.pdf
KASARAGOD,KASARAGOD,32,Govt. Welfare L P Shiribagilu (Eastern Side),S11A2P32.pdf
KASARAGOD,KASARAGOD,33,Govt. Welfare L P Shiribagilu (Northern portion of Western Building),S11A2P33.pdf
KASARAGOD,KASARAGOD,34,Govt. Welfare L P Shiribagilu (Western Side),S11A2P34.pdf
KASARAGOD,KASARAGOD,35,"Govt. Welfare L P S, Shiribagilu New Building",S11A2P35.pdf
KASARAGOD,KASARAGOD,36,Sree Gopalakrishna High School Kudlu (Eastern Portion of Northern Side Building),S11A2P36.pdf
KASARAGOD,KASARAGOD,37,Sree Gopalakrishna High School Kudlu (Middle Portion of Northern Side Building),S11A2P37.pdf
KASARAGOD,KASARAGOD,38,Sree Gopalakrishna High School Kudlu (Western Portion of Northern Side Building),S11A2P38.pdf
KASARAGOD,KASARAGOD,39,Anganavady Building Meepuguri,S11A2P39.pdf
KASARAGOD,KASARAGOD,40,"SGKHSS, Kudlu South Side RCC Building East Portion   ",S11A2P40.pdf
KASARAGOD,KASARAGOD,41,"Sree Gopalakrishna High School Kudlu (Northern Side, Western Building)",S11A2P41.pdf
KASARAGOD,KASARAGOD,42,Anganavady Building Vivekananda Nagar,S11A2P42.pdf
KASARAGOD,KASARAGOD,43,"Anganvady Building, Udayagiri    (Near SP Office)",S11A2P43.pdf
KASARAGOD,KASARAGOD,44,Kendriya Vidyalaya No.2 . Udayagiri,S11A2P44.pdf
KASARAGOD,KASARAGOD,45,Govt. L P School Kudlu (Southern Building),S11A2P45.pdf
KASARAGOD,KASARAGOD,46,Govt. L P School Kudlu (Center Block),S11A2P46.pdf
KASARAGOD,KASARAGOD,47,Anganvady Building Kundila,S11A2P47.pdf
KASARAGOD,KASARAGOD,48,A L P S Killingar,S11A2P48.pdf
KASARAGOD,KASARAGOD,49,Aided Senior Basic School Kuntikana,S11A2P49.pdf
KASARAGOD,KASARAGOD,50,S.S.P.A.L.P.School Udayagiri,S11A2P50.pdf
KASARAGOD,KASARAGOD,51,"A U P School, Pallathadka (Eastern Portion of Main Building)",S11A2P51.pdf
KASARAGOD,KASARAGOD,52,"A U P School, Pallathadka (Western Portion of Main Building)",S11A2P52.pdf
KASARAGOD,KASARAGOD,53,AUPS Pallathadka (Central Portion of Main Building),S11A2P53.pdf
KASARAGOD,KASARAGOD,54,"SABM Panchayath U P School,  Vidyagiri (Southern building Eastern side)",S11A2P54.pdf
